category,date,title,pdf_url,pdf_filename,local_path
Master Circulars,"Jul 06, 2023",Master Circular for Infrastructure Investment Trusts (InvITs),https://www.sebi.gov.in/sebi_data/attachdocs/jul-2023/1688646532701.pdf,1688646532701.pdf,pdfs\Master_Circular_for_Infrastructure_Investment_Trusts_(InvITs)\1688646532701.pdf
Master Circulars,"Jul 06, 2023",Master Circular for Real Estate Investment Trusts (REITs),https://www.sebi.gov.in/sebi_data/attachdocs/jul-2023/1688646484925.pdf,1688646484925.pdf,pdfs\Master_Circular_for_Real_Estate_Investment_Trusts_(REITs)\1688646484925.pdf
Master Circulars,"Jul 06, 2023",Master Circular for Debenture Trustees,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2023/1688645565035.pdf,1688645565035.pdf,pdfs\Master_Circular_for_Debenture_Trustees\1688645565035.pdf
Master Circulars,"Jul 03, 2023",Master Circular for Credit Rating Agencies,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2023/1688447359788.pdf,1688447359788.pdf,pdfs\Master_Circular_for_Credit_Rating_Agencies\1688447359788.pdf
Master Circulars,"Jun 30, 2023","Master Circular for listing obligations and disclosure requirements for Non-convertible Securities, Securitized Debt Instruments and/ or Commercial Paper",https://www.sebi.gov.in/sebi_data/attachdocs/jul-2023/1688198222283.pdf,1688198222283.pdf,"pdfs\Master_Circular_for_listing_obligations_and_disclosure_requirements_for_Non-convertible_Securities,_\1688198222283.pdf"
Master Circulars,"Jun 21, 2023",Master Circular for Issue of Capital and Disclosure Requirements,https://www.sebi.gov.in/sebi_data/attachdocs/jun-2023/1687349460944.pdf,1687349460944.pdf,pdfs\Master_Circular_for_Issue_of_Capital_and_Disclosure_Requirements\1687349460944.pdf
Master Circulars,"Jun 20, 2023",Master Circular on Scheme of Arrangement,https://www.sebi.gov.in/sebi_data/attachdocs/jun-2023/1687260636239.pdf,1687260636239.pdf,pdfs\Master_Circular_on_Scheme_of_Arrangement\1687260636239.pdf
Master Circulars,"Jun 15, 2023",Master Circular for Investment Advisers,https://www.sebi.gov.in/sebi_data/attachdocs/jun-2023/1686832202054.pdf,1686832202054.pdf,pdfs\Master_Circular_for_Investment_Advisers\1686832202054.pdf
Master Circulars,"Jun 15, 2023",Master Circular for Research Analysts,https://www.sebi.gov.in/sebi_data/attachdocs/jun-2023/1686832133465.pdf,1686832133465.pdf,pdfs\Master_Circular_for_Research_Analysts\1686832133465.pdf
Master Circulars,"Jun 01, 2023",Master Circular on Electronic Gold Receipts (EGR),https://www.sebi.gov.in/sebi_data/attachdocs/jun-2023/1685624187186.pdf,1685624187186.pdf,pdfs\Master_Circular_on_Electronic_Gold_Receipts_(EGR)\1685624187186.pdf
Master Circulars,"May 19, 2023",Master Circular for Mutual Funds,https://www.sebi.gov.in/sebi_data/attachdocs/may-2023/1684994020653.pdf,1684994020653.pdf,pdfs\Master_Circular_for_Mutual_Funds\1684994020653.pdf
Master Circulars,"May 17, 2023",Master Circular for Registrars to an Issue and Share Transfer Agents,https://www.sebi.gov.in/sebi_data/attachdocs/may-2023/1684323597553.pdf,1684323597553.pdf,pdfs\Master_Circular_for_Registrars_to_an_Issue_and_Share_Transfer_Agents\1684323597553.pdf
Master Circulars,"May 17, 2023",Master Circular for Stock Brokers,https://www.sebi.gov.in/sebi_data/attachdocs/may-2023/1684323080627.pdf,1684323080627.pdf,pdfs\Master_Circular_for_Stock_Brokers\1684323080627.pdf
Master Circulars,"Apr 27, 2023",Master Circular for Custodians,https://www.sebi.gov.in/sebi_data/attachdocs/apr-2023/1682590624880.pdf,1682590624880.pdf,pdfs\Master_Circular_for_Custodians\1682590624880.pdf
Master Circulars,"Mar 23, 2023",Master Circular on Surveillance of Securities Market,https://www.sebi.gov.in/sebi_data/attachdocs/mar-2023/1679564277323.pdf,1679564277323.pdf,pdfs\Master_Circular_on_Surveillance_of_Securities_Market\1679564277323.pdf
Master Circulars,"Mar 20, 2023",Master Circular for Portfolio Managers,https://www.sebi.gov.in/sebi_data/attachdocs/apr-2023/1680688275651.pdf,1680688275651.pdf,pdfs\Master_Circular_for_Portfolio_Managers\1680688275651.pdf
Master Circulars,"Mar 03, 2023",Master Circular for Foreign Venture Capital Investors (FVCIs),https://www.sebi.gov.in/sebi_data/attachdocs/mar-2023/1677841935138.pdf,1677841935138.pdf,pdfs\Master_Circular_for_Foreign_Venture_Capital_Investors_(FVCIs)\1677841935138.pdf
Master Circulars,"Feb 16, 2023",Master Circular for Substantial Acquisition of Shares and Takeovers,https://www.sebi.gov.in/sebi_data/attachdocs/feb-2023/1676547585359.pdf,1676547585359.pdf,pdfs\Master_Circular_for_Substantial_Acquisition_of_Shares_and_Takeovers\1676547585359.pdf
Master Circulars,"Feb 03, 2023","Guidelines on Anti-Money Laundering (AML) Standards and Combating the Financing of Terrorism (CFT) /Obligations of Securities Market Intermediaries under the Prevention of Money Laundering Act, 2002 and Rules framed there under",https://www.sebi.gov.in/sebi_data/attachdocs/jul-2023/1690461040921.pdf,1690461040921.pdf,pdfs\Guidelines_on_Anti-Money_Laundering_(AML)_Standards_and_Combating_the_Financing_of_Terrorism_(CFT)__\1690461040921.pdf
Master Circulars,"Dec 19, 2022","Master Circular for Foreign Portfolio Investors, Designated Depository Participants and Eligible Foreign Investors",https://www.sebi.gov.in/sebi_data/attachdocs/dec-2022/1671519646467.pdf,1671519646467.pdf,"pdfs\Master_Circular_for_Foreign_Portfolio_Investors,_Designated_Depository_Participants_and_Eligible_For\1671519646467.pdf"
Master Circulars,"Nov 07, 2022",Master Circular on issuance of No Objection Certificate (NOC) for release of 1% of Issue Amount,https://www.sebi.gov.in/sebi_data/attachdocs/nov-2022/1667823476708.PDF,1667823476708.PDF,pdfs\Master_Circular_on_issuance_of_No_Objection_Certificate_(NOC)_for_release_of_1%_of_Issue_Amount\1667823476708.PDF
Master Circulars,"Nov 07, 2022",Master Circular on the redressal of investor grievances through the SEBI Complaints Redress System (SCORES) platform,https://www.sebi.gov.in/sebi_data/attachdocs/nov-2022/1667823350700.PDF,1667823350700.PDF,pdfs\Master_Circular_on_the_redressal_of_investor_grievances_through_the_SEBI_Complaints_Redress_System_(\1667823350700.PDF
Master Circulars,"May 17, 2022",Master Circular for Commodity Derivatives Market,https://www.sebi.gov.in/sebi_data/attachdocs/may-2022/1652782686834.pdf,1652782686834.pdf,pdfs\Master_Circular_for_Commodity_Derivatives_Market\1652782686834.pdf
Master Circulars,"Apr 26, 2022",Master Circular for Real Estate Investment Trusts (REITs),https://www.sebi.gov.in/sebi_data/attachdocs/apr-2022/1650973904450.pdf,1650973904450.pdf,pdfs\Master_Circular_for_Real_Estate_Investment_Trusts_(REITs)\1650973904450.pdf
Master Circulars,"Apr 26, 2022",Master Circular for Infrastructure Investment Trusts (InvITs),https://www.sebi.gov.in/sebi_data/attachdocs/apr-2022/1650973859343.pdf,1650973859343.pdf,pdfs\Master_Circular_for_Infrastructure_Investment_Trusts_(InvITs)\1650973859343.pdf
Master Circulars,"Nov 29, 2021",Master Circular for Infrastructure Investment Trusts (InvITs),https://www.sebi.gov.in/sebi_data/attachdocs/nov-2021/1638245849828.pdf,1638245849828.pdf,pdfs\Master_Circular_for_Infrastructure_Investment_Trusts_(InvITs)\1638245849828.pdf
Master Circulars,"Nov 29, 2021",Master Circular for Real Estate Investment Trusts (REITs),https://www.sebi.gov.in/sebi_data/attachdocs/nov-2021/1638245531747.pdf,1638245531747.pdf,pdfs\Master_Circular_for_Real_Estate_Investment_Trusts_(REITs)\1638245531747.pdf
Master Circulars,"Nov 23, 2021",Master Circular on Scheme of Arrangement,https://www.sebi.gov.in/sebi_data/attachdocs/nov-2021/1637664737704.pdf,1637664737704.pdf,pdfs\Master_Circular_on_Scheme_of_Arrangement\1637664737704.pdf
Master Circulars,"Jul 05, 2021",Master Circular for Stock Exchanges and Clearing Corporations,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2021/1625490700120.pdf,1625490700120.pdf,pdfs\Master_Circular_for_Stock_Exchanges_and_Clearing_Corporations\1625490700120.pdf
